course_name,lecture_name,review_rating,review_comment
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,"Easy to understand and detailed"
"Accounting and Financial Statement Analysis",Congratulations!,5,excellent
"Accounting and Financial Statement Analysis","Building a Cash Flow Statement in Practice",5,"good
"
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,"The accounting concepts are very concise and real world examples are given. This course will help anyone to built the basic understanding of a company accounting & finance.  "
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,Great
"Accounting and Financial Statement Analysis",Congratulations!,5,"Excellent Course"
"Accounting and Financial Statement Analysis",Congratulations!,5,"The course content is detailed and the Course instructor is superb"
"Accounting and Financial Statement Analysis","Building a Cash Flow Statement in Practice",5,"Easy to understand and well explained.
Thank you"
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,"Very nice it's detailed oriented. "
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,Good
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,99/100
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,"I love the fact that the teachings are in depth and are expressed in simple terms "
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,"good learning platform and i guest for free learning of data science platform provide."
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,"incisive and well explanatory"
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,"Thanks for offer this great course for free"
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,"it helps me alot! "
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,Great
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,"The course is more informative "
"Accounting and Financial Statement Analysis","Building a Cash Flow Statement in Practice",5,"wonderfully and so simplified explanation"
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,excellent
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,"excellent, well presented."
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,"Excellent

"
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,"Great. Exceed expectations "
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,"Ned keeps our attention intact with the simple graphic slides and easy to understand explanations. "
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,"Very good "
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,"it is more than my expectation "
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",5,"This is great. Thank you for providing it for free"
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",4,"its good"
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",4,"It was great for learning"
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",4,"the course is a great refresher for accounting principles "
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",4,"very ok team"
"Accounting and Financial Statement Analysis",Congratulations!,4,"Best Couse Ever in financial Model..."
"Accounting and Financial Statement Analysis",Congratulations!,4,"It was a good course. I encountered some technical glitches and the exercises need to be updated with current values to match the ones in the videos."
"Accounting and Financial Statement Analysis","Types of Equity - Practical Example",4,"The material of the course is almost complete and well explained"
"Advanced Financial Reporting - Inventory","The Importance of Inventory Analysis",5,"excellent course "
"Advanced Financial Reporting - Inventory","The Importance of Inventory Analysis",5,"educational
"
"Advanced Financial Reporting - Inventory","The Importance of Inventory Analysis",5,Great
"Advanced Financial Reporting - Inventory","The Importance of Inventory Analysis",5,"Thanks for useful course"
"Advanced Financial Reporting - Inventory","The Importance of Inventory Analysis",5,"sweet crisp and to the point, exactly what you should know and is enough to work in the inventory rich industries. And her accent is melody to ears seriously. "
"Advanced Financial Reporting - Inventory","The Importance of Inventory Analysis",5,EXCELLENT
"Advanced Financial Reporting - Inventory","The Importance of Inventory Analysis",5,good
"Advanced Financial Reporting - Inventory","The Importance of Inventory Analysis",5,4
"Advanced Financial Reporting - Inventory","The Importance of Inventory Analysis",5,Amazing
"Advanced Financial Reporting - Inventory","The Importance of Inventory Analysis",5,Good
"Advanced Financial Reporting - Inventory","The Importance of Inventory Analysis",4,"Good  lesson you made my liofe easy at work"
"Advanced Financial Reporting - Long-term Liabilities","Types of Pension Plans",5,Great
"Advanced Financial Reporting - Long-term Liabilities","Types of Pension Plans",5,"I loved this course.  Will you provide Data science courses for free too?"
"Advanced Financial Reporting - Long-term Liabilities","Types of Pension Plans",5,"Exciting to learn. "
"Advanced Financial Reporting - Long-term Liabilities","Types of Pension Plans",5,"Concepts well explained!"
"Advanced Financial Reporting - Long-term Liabilities","Types of Pension Plans",5,Good
"Advanced Financial Reporting - Long-term Liabilities","Types of Pension Plans",5,upskill
"Advanced Financial Reporting - Long-term Liabilities","Types of Pension Plans",5,"Thanks for sharing these great ideas"
"Advanced Financial Reporting - Long-term Liabilities","Types of Pension Plans",5,EXCELLENT
"Advanced Financial Reporting - Long-term Liabilities","Types of Pension Plans",5,4
"Advanced Financial Reporting - Long-term Liabilities","Types of Pension Plans",4,"My knowledge on liabilities and pension was increased....
The class was fun and easy to understand "
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"Great!!!
"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"Excellent, exceeded my expectations!"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"This is good, but I wouldn't call it (advanced)"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"Nicely arranged and explained"
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"Excellent, exceeded my expectations!"
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"Enjoyed this course, lots of relevant and useful information here.  Thanks."
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,good
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"everything i learn in this course is usefull and make excel much more easy "
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"Perfect Tips"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,good
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,good
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"Very helpfull
"
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"Very useful information , Thanks"
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,perfect
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"this course is very best course"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"Course is good... But platform is not user friendly... I am unable to take practise test.. Neither on phone nor on desktop"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,Good.
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,nice
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"So technical, and yet very enjoyable. It's an awesome learning experience."
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"This course is awesome and very useful for me "
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,excellent
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"Excellent, for next courses I would like to see more formulas, the explanation and their uses. "
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"I'm privileged
It's educative"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,Good
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,Good
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,Good
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"Excellent, exceeded my expectations!

"
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"need pdf material to study from"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"Great course"
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"Some audio mischops in some of the videos but overall the classes were engaging"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"it is comparetive useful till now"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"it's great "
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,Great
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"good "
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,Amazing
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"Great course"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,excellent
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"Excellent course 
"
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"The syllabus is very good. Besides, teaching is slowly showed to make full understanding."
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"Great knowledge."
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"awosome "
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"Excellent Course, Great Examples and explanation"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"its really interesting course because in each e
lecture i find something interesting. "
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,great
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"Quick and on point course if you are from finance background"
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,excellent
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"nice
"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"as usual, Great clear and much much informations to help in job routines"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"great tips but the equivalents in mac are missing."
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,Insightful
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"It's fantastic, so awesome.
"
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"Many tricks, tips, and combinations of formulas."
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"I learned a lot"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"on point..."
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"Very useful!"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"QUIET interesting learning something new."
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"Boom! This course is excellent. I learned a lot about excel formatting and functions."
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"great and really handy tips makes life easier"
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,Marvelous
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,Great
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"wow
"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"so educative wow"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,Insightful
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"Great work"
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,good
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,Excellent
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"So Good, I wish the 21 Free Days to be the whole year"
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,ok
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"Very helpful"
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"Very useful tips in excel"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"I really love the contents."
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"Thanks, It's a wonderful knowledge. Awesome"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"Excellent "
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"Nice
"
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"great course !!"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"very good"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"useful content.
"
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,Excellent
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,Amazing
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"Very good! Good examples and it's great that you can download examples"
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"Loved this course. Very nice lessons and many to the point exercises. "
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"This course is so interesting "
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"This course is so much useful and I hope I will get more free assess"
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"this was a awesome course and I enjoyed it alot."
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,"Excellent "
"Advanced Microsoft Excel","Excel Tips & Tricks Part 4",5,"awesome
"
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,Excellent!
"Advanced Microsoft Excel","F1 to F12 - Using Excel's Function Keys",5,excellent
